s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
 0.0000000E+000, 0.0000000E+000,-7.1521122E-005,-2.5681310E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1521378E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0754480E+000
 1.3363998E+000, 2.3103647E+001,-5.1897598E+000,-2.8978509E-003,-2.7268106E-001,-2.4920029E-003, 6.7656247E+000, 0.0000000E+000, 2.3398903E+001, 2.4401441E+001, 0.0000000E+000, 4.8746686E-004, 0.0000000E+000, 9.4864306E+002
 2.6700132E+000, 4.2610248E+001,-7.9213680E+000,-5.0808746E-003,-8.1483155E-001,-4.4188934E-003, 1.3564548E+001, 0.0000000E+000, 4.7430347E+001, 4.7429097E+001, 0.0000000E+000, 8.5639221E-004, 0.0000000E+000, 2.8754103E+003
 4.0054836E+000, 4.4755664E+001,-8.3860136E+000,-5.3075262E-003,-2.6935236E+000,-4.6244197E-003, 1.3605615E+001, 0.0000000E+000, 4.7270060E+001, 4.7271809E+001, 0.0000000E+000, 8.9484336E-004, 0.0000000E+000, 4.8114477E+003
 5.3348613E+000, 4.4991484E+001,-8.6342714E+000,-5.2923372E-003,-3.1036156E+000,-4.6675520E-003, 1.3370959E+001, 0.0000000E+000, 4.6632313E+001, 4.6614597E+001, 0.0000000E+000, 8.9760754E-004, 0.0000000E+000, 6.7056093E+003
 6.6751599E+000, 4.4939479E+001,-8.7930708E+000,-5.3003671E-003,-4.3230389E+000,-4.6609134E-003, 1.2812022E+001, 0.0000000E+000, 4.4620059E+001, 4.4625430E+001, 0.0000000E+000, 8.9779981E-004, 0.0000000E+000, 8.5352586E+003
 8.0084133E+000, 4.4766540E+001,-8.8888718E+000,-5.3038147E-003,-4.4223928E+000,-4.6622496E-003, 1.2656052E+001, 0.0000000E+000, 4.4129178E+001, 4.4101361E+001, 0.0000000E+000, 8.9781321E-004, 0.0000000E+000, 1.0333619E+004
 9.3375387E+000, 4.4987976E+001,-9.1869633E+000,-5.3205856E-003,-5.1332851E+000,-4.6470594E-003, 1.2316207E+001, 0.0000000E+000, 4.2983952E+001, 4.2973967E+001, 0.0000000E+000, 8.9781413E-004, 0.0000000E+000, 1.2077962E+004
 1.0669436E+001, 4.4852550E+001,-9.4038436E+000,-5.3319322E-003,-6.4636714E+000,-4.6344645E-003, 1.1636252E+001, 0.0000000E+000, 4.0613086E+001, 4.0611320E+001, 0.0000000E+000, 8.9781419E-004, 0.0000000E+000, 1.3729293E+004
 1.2001508E+001, 4.4992934E+001,-9.6914386E+000,-5.3299120E-003,-7.5517816E+000,-4.6389005E-003, 1.1159304E+001, 0.0000000E+000, 3.8924042E+001, 3.8899048E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 1.5313603E+004
 1.3335017E+001, 4.4983767E+001,-9.9325406E+000,-5.3066418E-003,-8.3455549E+000,-4.6599741E-003, 1.0721934E+001, 0.0000000E+000, 3.7424963E+001, 3.7417639E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 1.6837010E+004
 1.4666870E+001, 4.4867813E+001,-1.0182931E+001,-5.3306796E-003,-8.7404051E+000,-4.6408669E-003, 1.0412930E+001, 0.0000000E+000, 3.6375613E+001, 3.6347435E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 1.8315360E+004
 1.6006918E+001, 4.5225315E+001,-1.0538154E+001,-5.2922652E-003,-9.9877896E+000,-4.6798999E-003, 9.9101734E+000, 0.0000000E+000, 3.4610876E+001, 3.4599573E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 1.9730573E+004
 1.7341013E+001, 4.4923517E+001,-1.0774343E+001,-5.2582055E-003,-1.0611184E+001,-4.7064432E-003, 9.4369169E+000, 0.0000000E+000, 3.2973013E+001, 3.2964942E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.1072343E+004
 1.8667557E+001, 4.4893317E+001,-1.1094396E+001,-5.2512171E-003,-1.1107025E+001,-4.7137571E-003, 9.0846660E+000, 0.0000000E+000, 3.1725471E+001, 3.1766597E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.2355773E+004
 2.0007450E+001, 4.4915299E+001,-1.1298392E+001,-5.2509665E-003,-1.2436451E+001,-4.7144800E-003, 8.5170396E+000, 0.0000000E+000, 2.9715398E+001, 2.9687529E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.3572344E+004
 2.1338816E+001, 4.4844482E+001,-1.1600505E+001,-5.2966809E-003,-1.2237183E+001,-4.6710651E-003, 8.4042250E+000, 0.0000000E+000, 2.9407226E+001, 2.9401051E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.4764750E+004
 2.2672543E+001, 4.4975531E+001,-1.1976187E+001,-5.2816348E-003,-1.3076718E+001,-4.6892490E-003, 7.9956340E+000, 0.0000000E+000, 2.7910461E+001, 2.7908289E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.5901477E+004
 2.4000090E+001, 4.5175323E+001,-1.2342172E+001,-5.2621361E-003,-1.3773077E+001,-4.7049105E-003, 7.6177722E+000, 0.0000000E+000, 2.6683384E+001, 2.6667879E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.6979270E+004
 2.5337234E+001, 4.4819183E+001,-1.2639120E+001,-5.2225697E-003,-1.4652919E+001,-4.7415266E-003, 7.0476249E+000, 0.0000000E+000, 2.4558220E+001, 2.4564805E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.7983506E+004
 2.6674313E+001, 4.4994823E+001,-1.2960651E+001,-5.2493530E-003,-1.4669172E+001,-4.7181067E-003, 6.9448120E+000, 0.0000000E+000, 2.4285774E+001, 2.4299844E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.8972892E+004
 2.8005766E+001, 4.4913563E+001,-1.3243120E+001,-5.2378721E-003,-1.5254777E+001,-4.7286882E-003, 6.5771668E+000, 0.0000000E+000, 2.2990826E+001, 2.2982867E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 2.9906351E+004
 2.9339592E+001, 4.4838452E+001,-1.3607644E+001,-5.2320533E-003,-1.5476382E+001,-4.7327875E-003, 6.2886566E+000, 0.0000000E+000, 2.2043448E+001, 2.2033118E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.0800233E+004
 3.0669765E+001, 4.4974801E+001,-1.3947715E+001,-5.2423804E-003,-1.6688484E+001,-4.7260475E-003, 5.7780653E+000, 0.0000000E+000, 2.0109205E+001, 2.0106699E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.1619551E+004
 3.2002941E+001, 4.5018878E+001,-1.4297953E+001,-5.2228912E-003,-1.7264539E+001,-4.7417264E-003, 5.3913840E+000, 0.0000000E+000, 1.8833426E+001, 1.8837805E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.2385167E+004
 3.3333683E+001, 4.5076131E+001,-1.4626120E+001,-5.1645972E-003,-1.7658130E+001,-4.8043031E-003, 5.1729978E+000, 0.0000000E+000, 1.7971519E+001, 1.7954911E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.3119329E+004
 3.4670063E+001, 4.5032781E+001,-1.4937871E+001,-5.2139191E-003,-1.8071085E+001,-4.7475057E-003, 4.8358642E+000, 0.0000000E+000, 1.6833535E+001, 1.6849728E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.3807519E+004
 3.6001907E+001, 4.4752969E+001,-1.5176765E+001,-5.2266236E-003,-1.8293165E+001,-4.7370647E-003, 4.5531364E+000, 0.0000000E+000, 1.5827549E+001, 1.5826211E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.4453885E+004
 3.7336231E+001, 4.5010533E+001,-1.5491306E+001,-5.2372297E-003,-1.9052776E+001,-4.7307764E-003, 4.2228265E+000, 0.0000000E+000, 1.4689726E+001, 1.4679310E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.5054815E+004
 3.8676014E+001, 4.4992657E+001,-1.5754367E+001,-5.2144061E-003,-1.9082186E+001,-4.7524111E-003, 4.0919012E+000, 0.0000000E+000, 1.4231546E+001, 1.4238039E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.5638886E+004
 4.0006748E+001, 4.4861587E+001,-1.6010743E+001,-5.1912705E-003,-1.9154274E+001,-4.7731608E-003, 3.9364525E+000, 0.0000000E+000, 1.3621600E+001, 1.3623057E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.6197452E+004
 4.1334728E+001, 4.4816151E+001,-1.6242503E+001,-5.2211272E-003,-1.9377383E+001,-4.7413812E-003, 3.7183622E+000, 0.0000000E+000, 1.2895284E+001, 1.2904664E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.6723638E+004
 4.2674210E+001, 4.5034765E+001,-1.6586842E+001,-5.2257135E-003,-1.9916055E+001,-4.7376527E-003, 3.4404818E+000, 0.0000000E+000, 1.1960132E+001, 1.1962387E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.7214820E+004
 4.4003460E+001, 4.5019285E+001,-1.6874588E+001,-5.2113239E-003,-2.0358685E+001,-4.7530030E-003, 3.1568179E+000, 0.0000000E+000, 1.0904229E+001, 1.0932865E+001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.7661457E+004
 4.5341915E+001, 4.4815763E+001,-1.7127912E+001,-5.2020623E-003,-2.0752396E+001,-4.7617178E-003, 2.7975796E+000, 0.0000000E+000, 9.7220578E+000, 9.7230709E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.8061044E+004
 4.6676842E+001, 4.4961463E+001,-1.7344785E+001,-5.1817322E-003,-2.1158236E+001,-4.7770437E-003, 2.6810611E+000, 0.0000000E+000, 9.1432515E+000, 9.1295453E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.8442756E+004
 4.8000145E+001, 4.4867180E+001,-1.7508142E+001,-5.2354401E-003,-2.1802873E+001,-4.7318919E-003, 2.2934438E+000, 0.0000000E+000, 7.8241119E+000, 7.8396409E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.8766123E+004
 4.9340042E+001, 4.4835582E+001,-1.7725090E+001,-5.2283552E-003,-2.1460927E+001,-4.7364953E-003, 2.3358692E+000, 0.0000000E+000, 7.9668987E+000, 7.9754691E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.9099834E+004
 5.0670765E+001, 4.5174480E+001,-1.7962098E+001,-5.2423364E-003,-2.1894499E+001,-4.7237858E-003, 2.1852169E+000, 0.0000000E+000, 7.4973363E+000, 7.4931338E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.9409649E+004
 5.2003399E+001, 4.4762971E+001,-1.8104544E+001,-5.2668854E-003,-2.2115372E+001,-4.7026518E-003, 1.9118688E+000, 0.0000000E+000, 6.4528309E+000, 6.4449545E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.9681600E+004
 5.3334797E+001, 4.4957991E+001,-1.8275673E+001,-5.2466952E-003,-2.2726313E+001,-4.7199182E-003, 1.6925574E+000, 0.0000000E+000, 5.6415837E+000, 5.6385950E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 3.9921832E+004
 5.4671719E+001, 4.4893785E+001,-1.8502400E+001,-5.2144806E-003,-2.2595298E+001,-4.7511842E-003, 1.5905773E+000, 0.0000000E+000, 5.3651421E+000, 5.3766986E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.0148281E+004
 5.6002811E+001, 4.5254050E+001,-1.8688030E+001,-5.2313140E-003,-2.2477404E+001,-4.7354090E-003, 1.7176234E+000, 0.0000000E+000, 5.8088087E+000, 5.7962722E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.0392065E+004
 5.7334126E+001, 4.4949541E+001,-1.8863223E+001,-5.2136322E-003,-2.2967035E+001,-4.7557201E-003, 1.3336517E+000, 0.0000000E+000, 4.4514625E+000, 4.4429658E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.0581565E+004
 5.8671116E+001, 4.5023636E+001,-1.9033123E+001,-5.2418425E-003,-2.2695955E+001,-4.7211250E-003, 1.4111558E+000, 0.0000000E+000, 4.6665619E+000, 4.6957505E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.0782136E+004
 6.0005123E+001, 4.4997136E+001,-1.9147772E+001,-5.2237534E-003,-2.2529293E+001,-4.7414946E-003, 1.4277473E+000, 0.0000000E+000, 4.7150271E+000, 4.7378532E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.0984929E+004
 6.1337074E+001, 4.4645965E+001,-1.9248215E+001,-5.2172920E-003,-2.2382730E+001,-4.7482777E-003, 1.2803299E+000, 0.0000000E+000, 4.3006075E+000, 4.2853848E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1167160E+004
 6.2676937E+001, 4.5065554E+001,-1.9467918E+001,-5.2310991E-003,-2.2833925E+001,-4.7307147E-003, 1.2256216E+000, 0.0000000E+000, 3.9745949E+000, 3.9793709E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1342010E+004
 6.4004364E+001, 4.4750492E+001,-1.9577451E+001,-5.2480475E-003,-2.3088094E+001,-4.7177615E-003, 9.3180879E-001, 0.0000000E+000, 2.9901985E+000, 3.0067895E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1473749E+004
 6.5340385E+001, 4.5082008E+001,-1.9771685E+001,-5.2058916E-003,-2.3005705E+001,-4.7606143E-003, 1.0183046E+000, 0.0000000E+000, 3.3377828E+000, 3.3129553E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1619157E+004
 6.6669342E+001, 4.4808955E+001,-1.9862898E+001,-5.2445535E-003,-2.3135303E+001,-4.7240556E-003, 8.2694966E-001, 0.0000000E+000, 2.6194973E+000, 2.6277348E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1736099E+004
 6.8008591E+001, 4.5044244E+001,-2.0043013E+001,-5.2215565E-003,-2.3649015E+001,-4.7466335E-003, 6.8155175E-001, 0.0000000E+000, 2.0479229E+000, 2.0238000E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1833929E+004
 6.9342926E+001, 4.4937496E+001,-2.0189932E+001,-5.1991300E-003,-2.3417603E+001,-4.7625104E-003, 6.3980492E-001, 0.0000000E+000, 1.9031040E+000, 1.9598042E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.1923942E+004
 7.0674751E+001, 4.5057252E+001,-2.0181924E+001,-5.2167468E-003,-2.3450645E+001,-4.7474072E-003, 6.9996181E-001, 0.0000000E+000, 2.1356022E+000, 2.1146802E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2023719E+004
 7.2003258E+001, 4.4940912E+001,-2.0260990E+001,-5.2137926E-003,-2.3509777E+001,-4.7500039E-003, 6.0006547E-001, 0.0000000E+000, 1.7449236E+000, 1.7602470E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2108467E+004
 7.3341507E+001, 4.4864719E+001,-2.0352994E+001,-5.2103117E-003,-2.3734455E+001,-4.7552409E-003, 4.3099686E-001, 0.0000000E+000, 1.1931369E+000, 1.1983012E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2169894E+004
 7.4667671E+001, 4.5098339E+001,-2.0419637E+001,-5.2264409E-003,-2.3610245E+001,-4.7429763E-003, 5.5766929E-001, 0.0000000E+000, 1.6056944E+000, 1.6161567E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2248671E+004
 7.6000076E+001, 4.4686296E+001,-2.0458370E+001,-5.2507155E-003,-2.3610935E+001,-4.7163332E-003, 3.9253040E-001, 0.0000000E+000, 1.0331568E+000, 9.9955411E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2305148E+004
 7.7335220E+001, 4.5127679E+001,-2.0681681E+001,-5.2280666E-003,-2.4040248E+001,-4.7338634E-003, 2.7039439E-001, 0.0000000E+000, 6.4603962E-001, 6.6618229E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2343254E+004
 7.8672493E+001, 4.4747832E+001,-2.0615809E+001,-5.2577244E-003,-2.3723142E+001,-4.7112180E-003, 2.8768707E-001, 0.0000000E+000, 6.8277802E-001, 6.8659922E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2384483E+004
 8.0000458E+001, 4.4822480E+001,-2.0687468E+001,-5.2828635E-003,-2.3713958E+001,-4.6840457E-003, 2.8972784E-001, 0.0000000E+000, 7.1369653E-001, 7.0081568E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2425644E+004
 8.1341293E+001, 4.5096983E+001,-2.0840373E+001,-5.2611405E-003,-2.3951313E+001,-4.7017170E-003, 2.6208076E-001, 0.0000000E+000, 5.5791784E-001, 5.5741463E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2463000E+004
 8.2674194E+001, 4.4833767E+001,-2.0825387E+001,-5.2484396E-003,-2.4126668E+001,-4.7185616E-003, 1.0506691E-001, 0.0000000E+000,-2.1395768E-002,-2.3187453E-002, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2478034E+004
 8.4000465E+001, 4.5164673E+001,-2.0949651E+001,-5.2604972E-003,-2.3872032E+001,-4.7025410E-003, 2.5456130E-001, 0.0000000E+000, 5.8068401E-001, 5.8758781E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2513988E+004
 8.5340019E+001, 4.4912082E+001,-2.0995658E+001,-5.2436314E-003,-2.3419009E+001,-4.7178877E-003, 3.1089984E-001, 0.0000000E+000, 7.7911299E-001, 7.9835362E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2557917E+004
 8.6670975E+001, 4.4802319E+001,-2.1061843E+001,-5.2700273E-003,-2.3533456E+001,-4.6958660E-003, 2.2826928E-001, 0.0000000E+000, 4.3855678E-001, 4.2532350E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2590453E+004
 8.8005180E+001, 4.4921365E+001,-2.1124071E+001,-5.2607636E-003,-2.3697728E+001,-4.7003991E-003, 1.7263296E-001, 0.0000000E+000, 2.6050901E-001, 2.6223907E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2614989E+004
 8.9338097E+001, 4.5036451E+001,-2.1174643E+001,-5.2436123E-003,-2.3380480E+001,-4.7231233E-003, 3.1314689E-001, 0.0000000E+000, 7.6683524E-001, 7.8450832E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2659296E+004
 9.0668900E+001, 4.5110608E+001,-2.1287505E+001,-5.2329144E-003,-2.3354783E+001,-4.7187824E-003, 3.0366607E-001, 0.0000000E+000, 7.5449315E-001, 7.6203474E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2702202E+004
 9.2008568E+001, 4.4667884E+001,-2.1304044E+001,-5.2276484E-003,-2.3701207E+001,-4.7345836E-003, 9.9217851E-003, 0.0000000E+000,-3.2445543E-001,-3.3740712E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2703921E+004
 9.3335861E+001, 4.5204418E+001,-2.1440973E+001,-5.2570540E-003,-2.3563077E+001,-4.7104149E-003, 2.2031945E-001, 0.0000000E+000, 3.9960546E-001, 4.1072035E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2734809E+004
 9.4669998E+001, 4.4778867E+001,-2.1377197E+001,-5.2616831E-003,-2.3982292E+001,-4.7043001E-003,-6.6782847E-002, 0.0000000E+000,-6.4905826E-001,-6.5736995E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2725795E+004
 9.6002327E+001, 4.4907530E+001,-2.1398997E+001,-5.2810960E-003,-2.3997275E+001,-4.6793165E-003,-5.9309639E-002, 0.0000000E+000,-5.5696186E-001,-5.5801182E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2717457E+004
 9.7342346E+001, 4.4907319E+001,-2.1478892E+001,-5.2609095E-003,-2.3620135E+001,-4.7054704E-003, 4.9310326E-002, 0.0000000E+000,-1.5630161E-001,-1.5236369E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2724490E+004
 9.8668297E+001, 4.4889257E+001,-2.1530061E+001,-5.2723632E-003,-2.4029800E+001,-4.6909326E-003,-1.1691819E-001, 0.0000000E+000,-8.1894331E-001,-7.9748569E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2707520E+004
 1.0000404E+002, 4.4921258E+001,-2.1552676E+001,-5.2468333E-003,-2.3683414E+001,-4.7140852E-003, 2.7636767E-003, 0.0000000E+000,-3.1597538E-001,-3.2202901E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2708105E+004
 1.0133800E+002, 4.5027909E+001,-2.1654663E+001,-5.2215709E-003,-2.4107661E+001,-4.7438827E-003,-1.2515157E-001, 0.0000000E+000,-8.8485613E-001,-8.6953186E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2690101E+004
 1.0267538E+002, 4.4876777E+001,-2.1614068E+001,-5.2101552E-003,-2.3686144E+001,-4.7505761E-003,-4.9999598E-002, 0.0000000E+000,-4.7696500E-001,-4.8339522E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2683231E+004
 1.0400324E+002, 4.4908695E+001,-2.1637037E+001,-5.2786469E-003,-2.3373918E+001,-4.6846831E-003, 1.1215743E-001, 0.0000000E+000,-1.6969133E-002,-6.5067024E-005, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2699085E+004
 1.0534222E+002, 4.4724510E+001,-2.1693100E+001,-5.2231201E-003,-2.3245824E+001,-4.7382235E-003, 7.9905509E-002, 0.0000000E+000,-1.2667242E-001,-1.4446897E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2711023E+004
 1.0667123E+002, 4.5140050E+001,-2.1827408E+001,-5.2760871E-003,-2.3578227E+001,-4.6820776E-003, 8.4462431E-003, 0.0000000E+000,-2.8257003E-001,-2.6709717E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2711762E+004
 1.0800111E+002, 4.4670831E+001,-2.1653322E+001,-5.2902150E-003,-2.3664870E+001,-4.6722796E-003,-7.8593379E-002, 0.0000000E+000,-7.3115172E-001,-7.3591706E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2700822E+004
 1.0933511E+002, 4.4871523E+001,-2.1689817E+001,-5.2611214E-003,-2.3073059E+001,-4.6947726E-003, 1.6838407E-001, 0.0000000E+000, 2.5784948E-001, 2.6707593E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2724422E+004
 1.1066895E+002, 4.5081410E+001,-2.1824909E+001,-5.2635514E-003,-2.3128933E+001,-4.7039302E-003, 1.6130818E-001, 0.0000000E+000, 3.0402544E-001, 2.7890898E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2747969E+004
 1.1200687E+002, 4.4981688E+001,-2.1883337E+001,-5.2832153E-003,-2.3739597E+001,-4.6758351E-003,-1.0085469E-001, 0.0000000E+000,-7.5991883E-001,-7.5206012E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2733575E+004
 1.1333986E+002, 4.4526496E+001,-2.1885492E+001,-5.2620806E-003,-2.3794548E+001,-4.6968761E-003,-3.0014569E-001, 0.0000000E+000,-1.4799867E+000,-1.4636489E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2690739E+004
 1.1467362E+002, 4.5199548E+001,-2.1971056E+001,-5.2850772E-003,-2.3645370E+001,-4.6779753E-003,-4.6166697E-002, 0.0000000E+000,-4.7516143E-001,-4.7300736E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2683981E+004
 1.1600114E+002, 4.4860247E+001,-2.1926608E+001,-5.2664269E-003,-2.3605046E+001,-4.6895603E-003,-1.0634427E-001, 0.0000000E+000,-7.9029312E-001,-7.8770722E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2668999E+004
 1.1734265E+002, 4.4706784E+001,-2.1908116E+001,-5.3182163E-003,-2.3792900E+001,-4.6478991E-003,-2.3200842E-001, 0.0000000E+000,-1.2286531E+000,-1.2362065E+000, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2636178E+004
 1.1867299E+002, 4.5064931E+001,-2.1922170E+001,-5.2762813E-003,-2.3506399E+001,-4.6835864E-003,-1.3678942E-002, 0.0000000E+000,-3.8892133E-001,-3.8727704E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2633963E+004
 1.2000000E+002, 4.4830524E+001,-2.1958015E+001,-5.2765267E-003,-2.3105778E+001,-4.6858308E-003, 4.3205868E-002, 0.0000000E+000,-1.9914442E-001,-2.0002495E-001, 0.0000000E+000, 8.9781420E-004, 0.0000000E+000, 4.2640081E+004
